OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES
6929,CA3481811891020130515,Initial,80410362013117,80410362013100,-970,100,305,550,34.789,-118.911,Wildfire,GRAND,-150,1368576000000,4526
6980,FL2929308118020130302,Initial,50160402011081,80160402013100,-970,70,400,9999,29.291,-81.159,Wildfire,DURRANCE FIRE,-150,1362182400000,1245
7044,WA4604511708320130829,Initial,80430282013227,80430282013200,-970,38,462,9999,46.033,-117.09,Wildfire,GRANDE RONDE,-150,1377734400000,1342
7113,WA4765212058420130819,Extended,80450272013209,80450272014200,-970,34,304,600,47.654,-120.571,Wildfire,EAGLE,-150,1376870400000,1573
7178,AK6480714763620130521,Initial (SS),NULL,80690152013200,0,300,-9999,-9999,64.801,-147.621,Prescribed Fire,FORT WAINWRIGHT SMALL ARMS RANGE RX,0,1369094400000,1774
7197,OR4265911735820130807,Initial,80420302013204,80420302013200,-970,13,9999,9999,42.652,-117.363,Wildfire,GRASSY MOUNTAIN,-150,1375833600000,15454
7219,ID4282711470820130701,Initial,50400302011185,80400302013200,-970,100,9999,9999,42.814,-114.736,Wildfire,HWY46 MM103,-150,1372636800000,1955
7220,ID4308711468320130911,Initial,80400302013254,70400302013300,-970,50,250,9999,43.104,-114.733,Wildfire,HWY46 MM123,-150,1378857600000,3203
7304,AR3333509185320130914,Initial,50240372011281,70240372013300,-970,50,319,610,33.325,-91.882,Wildfire,FOUNTAIN HILL,-150,1379116800000,655
7317,AZ3328610958720130607,Initial,80350372013155,80350372013200,-970,50,250,9999,33.283,-109.546,Wildfire,FOURMILE,-150,1370563200000,12960
7355,OR4450012161420130731,Extended,80450292013193,80450292014200,-970,28,284,566,44.49,-121.592,Wildfire,GREEN RIDGE,-150,1375228800000,1737
7391,OR4275011847620130808,Initial,80430302013227,80430302013200,-970,15,363,717,42.739,-118.498,Wildfire,HOUSE CREEK,-150,1375920000000,2802
7403,CO3745910490420130619,Extended,50330342010229,80330342014200,-970,100,359,650,37.428,-104.877,Wildfire,EAST PEAK,-150,1371600000000,10082
7474,NV3721611485020130705,Initial,80390342013183,80390342013200,-970,50,120,9999,37.18,-114.84,Wildfire,GREGERSON,-150,1372982400000,2994
7526,FL2610108128120130312,Initial,50160422011081,80160422013100,-970,50,400,9999,26.096,-81.308,Wildfire,HUCKABEE,-150,1363046400000,19723
7541,AZ3453511283420130815,Initial,50370362011228,80370362013200,-970,-10,130,9999,34.554,-112.848,Wildfire,EASTWOOD MESA,-150,1376524800000,3729
7627,OR4448711902320130807,Initial,80430292013195,80430292013200,-970,45,249,485,44.463,-118.968,Wildfire,GROUSE MOUNTAIN,-150,1375833600000,12361
7661,KS3914109677420131117,Initial (SS),NULL,80280332013300,0,50,-325,-9999,39.156,-96.771,Wildfire,IMPACT COMPLEX,0,1384646400000,5233
7665,ID4633711602720130818,Initial,50420282011247,80420282013300,-970,83,337,9999,46.321,-116.007,Wildfire,INCENDIARY CREEK,-150,1376784000000,1291
7814,ID4355611604320130806,Initial,50410302011224,80410302013200,-970,91,9999,9999,43.551,-116.025,Wildfire,HILL TOP,-150,1375747200000,1091
7856,ID4334011550020130809,Initial,50410302010237,70410302013200,-970,83,337,627,43.478,-115.484,Wildfire,ELK COMPLEX,-150,1376006400000,129565
7875,FL2621908080320130125,Initial (SS),NULL,70150422013100,0,400,-9999,-9999,26.236,-80.856,Prescribed Fire,FY13 DUDDA SHOP,0,1359072000000,4329
7876,WY4444011029620131001,Extended,50380292011187,70380292014200,-970,1,183,397,44.471,-110.27,Prescribed Fire,FY13 YELL WFU INCIDENTS,-150,1380585600000,2125
7925,TN3586208313020131104,Initial (SS),NULL,80180352013300,0,450,100,-9999,35.855,-83.13,Wildfire,HALLS TOP,0,1383523200000,702
7962,OK3449109702920130217,Initial,50270362011046,70270362013100,-970,100,300,9999,34.478,-97.03,Prescribed Fire,HUNTING RX FY13,-150,1361059200000,1367
8014,AK6164015534020130730,Extended,50730172008216,70730172014200,-970,60,306,580,61.644,-155.304,Wildfire,GAGARYAH 2,-150,1375142400000,4903
8035,CO4056810518720130315,Initial,50340322010076,70340322013100,-970,20,9999,9999,40.568,-105.176,Wildfire,GALENA FIRE,-150,1363305600000,1319
8051,AK6344115780520130627,Extended,80750162013163,80740162014100,-970,75,336,625,63.451,-157.783,Wildfire,HAMMER CREEK,-150,1372291200000,5925
8063,OK3638809626920130317,Initial (SS),NULL,80270352013100,0,220,-9999,-9999,36.386,-96.276,Wildfire,HANEY,0,1363478400000,1306
8085,FL2928608171420130302,Extended,50160402011161,80160402014100,-970,50,205,400,29.282,-81.683,Wildfire,HOPKINS PRAIRIE,-150,1362182400000,2078
8108,ID4235011523620130716,Initial,80410312013181,80410312013200,-970,110,280,9999,42.389,-115.274,Wildfire,HORSE BUTTE 2,-150,1373932800000,5326
8203,WY4395910974120130720,Extended,50370302011228,80370302014200,-970,76,270,508,43.932,-109.726,Wildfire,HARDLUCK,-150,1374278400000,25911
8270,MT4482411189420130812,Extended,80390292013167,70390292014200,-970,154,288,482,44.844,-111.884,Wildfire,EUREKA,-150,1376265600000,6213
8283,AK6269814518520130627,Extended (SS),NULL,80660162014200,0,528,272,8,62.705,-145.155,Wildfire,EXCELSIOR,0,1372291200000,6230
8293,WY4273810886420130722,Initial,50370302011228,80370302013200,-970,83,329,605,42.74,-108.848,Wildfire,FAIRFIELD,-150,1374451200000,1457
8389,TN3658608406520130512,Initial,50190352011150,70190352013100,-970,50,313,600,36.582,-84.057,Wildfire,HWY 25 - HIGH CLIFF,-150,1368316800000,506
8418,CA3361811742120130805,Initial,80400372013206,80400372013200,-970,90,323,590,33.637,-117.393,Wildfire,FALLS,-150,1375660800000,1577
8458,CA3306911654520130526,Initial,80400372013142,80400372013200,-970,50,280,9999,33.041,-116.498,Wildfire,GENERAL,-150,1369526400000,1431
8485,CA3400311682420130609,Initial,80400362013158,80400362013200,-970,80,319,590,34.024,-116.801,Wildfire,HATHAWAY,-150,1370736000000,3859
8560,CA3312611651920130523,Initial,80400372013142,80400372013200,-970,90,269,490,33.12,-116.542,Wildfire,FELIPE,-150,1369267200000,2961
8572,NV3964811658420130609,Extended,50410322010157,80410322014200,-970,50,200,390,39.648,-116.594,Wildfire,FERGUSON,-150,1370736000000,1232
8587,WI4627409167120130514,Initial,50260282011183,70260282013200,-970,50,340,650,46.334,-91.607,Wildfire,GERMANN ROAD FIRE,-150,1368489600000,6751
8665,AK6145515688920130626,Initial (SS),NULL,80730172013300,0,400,100,-150,61.443,-156.89,Wildfire,HOHOLITNA,0,1372204800000,3166
8673,FL2636608070120130513,Initial (SS),NULL,70150422013100,0,300,-9999,-9999,26.381,-80.693,Wildfire,HOLEY LAND 1 FIRE,0,1368403200000,7821
8710,ID4321511470020130728,Initial,80400302013206,80400302013200,-970,100,235,420,43.199,-114.665,Wildfire,FIR GROVE,-150,1374969600000,7133
8716,MT4717911397520130727,Extended,80410272013181,80410272014200,-970,47,309,595,47.186,-113.961,Wildfire,FIRESTONE,-150,1374883200000,1663
8765,OR4380111810220130731,Initial,80430302013195,80430302013200,-970,0,9999,9999,43.783,-118.1,Wildfire,STEMLER RIDGE,-150,1375228800000,3106
8788,OR4328611798320130610,Initial,50430302011190,80430302013200,-970,156,378,9999,43.279,-117.949,Wildfire,STOCKADE,-150,1370822400000,6930
8814,AK6430315303620130627,Extended,50720152010262,70720152014300,-970,75,242,450,64.299,-153.018,Wildfire,TITNA,-150,1372291200000,3056
8864,OR4296111781820130702,Initial,80430302013163,80430302013200,-970,15,9999,9999,42.978,-117.813,Wildfire,SAND SPRINGS,-150,1372723200000,2165
8894,AZ3591311201420130726,Initial,50370352011292,80370352013300,-970,90,290,9999,35.916,-112.037,Wildfire,SKINNER,-150,1374796800000,1482
8895,AK6473614868920130625,Extended (SS),NULL,80690152014200,0,450,290,20,64.725,-148.647,Wildfire,SKINNYS ROAD,0,1372118400000,1994
8951,AK6369315014320130626,Extended,80710152013167,80700152014200,-970,50,254,490,63.784,-150.167,Wildfire,TOKLAT RIVER EAST,-150,1372204800000,34216
8986,AK6398915063220130625,Extended,80710152013167,80700152014200,-970,50,243,470,64.072,-150.446,Wildfire,SANDLESS LAKE,-150,1372118400000,56931
9035,AR3608809248420130308,Initial,50240352010102,80240352013100,-970,110,325,9999,36.088,-92.49,Wildfire,SLICK ROCK HOLLOW,-150,1362700800000,1218
9073,AK6470014646720130619,Initial (SS),NULL,80680152013300,0,420,100,-100,64.757,-146.711,Wildfire,STUART CREEK #2,0,1371600000000,87981
9129,TX2884109573020130215,Initial (SS),NULL,70250402013100,0,170,-9999,-9999,28.773,-95.737,Wildfire,SARGENT RANCH,0,1360886400000,1395
9187,NV4052111560220130719,Initial,80400322013190,80400322013200,-970,50,232,450,40.502,-115.584,Wildfire,SMITH RANCH,-150,1374192000000,2937
9211,AK6426615431620130621,Extended,70730152011248,70730152014200,-970,75,296,550,64.23,-154.401,Wildfire,SULATNA RIVER,-150,1371772800000,44423
9295,SC3456708018920130301,Initial,50160362011081,70160362013100,-970,-10,9999,9999,34.556,-80.201,Prescribed Fire,SCCRR-FY13-RX-COMP-15,-150,1362096000000,638
9301,WV3888307928320131110,Initial,50170332011312,80170332013300,-970,50,300,9999,38.863,-79.304,Wildfire,SMOKE HOLE FIRE,-150,1384041600000,1436
9333,NV4007011490520130808,Extended,50400322011201,70400322014200,-970,60,209,400,40.072,-114.892,Wildfire,SNOW CREEK,-150,1375920000000,1295
9339,CA3394511686920130501,Initial,80400362013110,80400362013100,-970,150,340,580,33.959,-116.909,Wildfire,SUMMIT,-150,1367366400000,3319
9353,ID4315411662120130716,Initial,80420302013188,80420302013200,-970,35,9999,9999,43.148,-116.646,Wildfire,SUNK,-150,1373932800000,2272
9358,OR4481412123520130720,Initial,80450292013193,80450292013200,-970,16,262,530,44.881,-121.178,Wildfire,SUNNYSIDE TURNOFF,-150,1374278400000,50028
9421,MT4677211425120130818,Extended,80410272013197,80410272014200,-970,50,272,524,46.77,-114.247,Wildfire,SCHOOLHOUSE,-150,1376784000000,8484
9478,AZ3143511076720130517,Initial,50360382011157,80360382013200,-970,70,250,9999,31.455,-110.761,Wildfire,SOLDIER BASIN,-150,1368748800000,11052
9636,CA3944512141720130816,Extended,80440332013106,80440332014100,-970,128,337,590,39.464,-121.411,Wildfire,SWEDES,-150,1376611200000,2718
9728,AK6413515308520130802,Extended,50730152010189,80730152014200,-970,30,246,490,64.158,-153.046,Wildfire,SETHKOKNA,-150,1375401600000,3742
9764,AK6558315963320130623,Initial,80780142013168,80770142013200,-970,-80,175,434,65.611,-159.572,Wildfire,SOUTH FORK,-150,1371945600000,6398
9781,AZ3149011031020130301,Initial,50350382011102,80350382013100,-970,40,350,9999,31.516,-110.342,Prescribed Fire,T2 BLACKTAIL AND MIKE BURN BLOCKS,-150,1362096000000,1843
9789,AK6229614682320130731,Extended,50670162009160,80670162014200,-970,50,270,520,62.312,-146.839,Wildfire,TABERT LAKE,-150,1375228800000,1525
9871,AK6412116029820130620,Extended,50770152009230,70780152014200,-970,66,306,570,64.126,-160.284,Wildfire,SHAKTOOLIK RIVER,-150,1371686400000,11972
9889,OR4239411714320130807,Initial,80420302013204,80420302013200,-970,5,9999,9999,42.378,-117.139,Wildfire,SHARON CREEK,-150,1375833600000,10576
9914,FL2857008259320130329,Initial (SS),NULL,70170402013100,0,400,80,-9999,28.565,-82.591,Wildfire,SOUTH ROAD FIRE,0,1364515200000,1045
10050,ID4275411432420130801,Initial,80400302013190,80400302013200,-970,50,9999,9999,42.74,-114.246,Wildfire,SOUTHEAST RED BRIDGE,-150,1375315200000,8640
10089,TN3658308181620130409,Initial,50180352011111,80180352013100,-970,50,300,9999,36.576,-81.812,Prescribed Fire,TANK HOLLOW,-150,1365465600000,1340
10181,ID4242311555520130727,Initial,80410312013181,80410312013200,-970,50,260,9999,42.43,-115.559,Wildfire,SHEEPSHEAD,-150,1374883200000,2247
10315,MS3111308914320130325,Initial,50210382011148,70210382013100,-970,50,300,9999,31.074,-89.114,Wildfire,SHEPARDS TRAIL,-150,1364169600000,2327
10356,NV3826311825020130818,Initial,80420332013220,80420332013200,-970,80,243,450,38.25,-118.89,Wildfire,SPRING PEAK,-150,1376784000000,13901
10362,CA3420011896420130502,Initial,80410362013117,80410362013100,-970,130,305,530,34.133,-119.004,Wildfire,SPRINGS,-150,1367452800000,24042
10408,AK6328614244520130625,Extended,50640162011145,80640162014100,-970,50,308,590,63.297,-142.287,Wildfire,TETLIN JCT RIDGE,-150,1372118400000,18530
10433,NM3571510568020130530,Extended,50330352011168,80330352014200,-970,50,302,580,35.727,-105.671,Wildfire,TRES LAGUNAS,-150,1369872000000,5832
10659,UT4182011233920130708,Initial,80390312013183,80390312013200,-970,44,9999,9999,41.811,-112.32,Wildfire,THIRTY TWO,-150,1373241600000,1114
10678,NM3589210662020130531,Extended,50340352011159,80340352014200,-970,50,302,580,35.89,-106.557,Wildfire,THOMPSON RIDGE,-150,1369958400000,21077
10687,MO3712009118820130405,Initial,70240342013086,80240342013100,-970,-40,250,9999,37.124,-91.153,Prescribed Fire,THORNY CREEK,-150,1365120000000,2143
10692,TX2963009419420130824,Initial (SS),NULL,70240392013200,0,400,-9999,-9999,29.631,-94.206,Wildfire,UNIT 1 2013,0,1377302400000,1355
10733,ID4523311513120130813,Extended,50410292011192,80410292014200,-970,28,256,514,45.231,-115.13,Wildfire,SILVER,-150,1376352000000,1258
10734,CA3391811691120130807,Initial,50400362011217,80400362013200,-970,150,340,580,33.879,-116.804,Wildfire,SILVER,-150,1375833600000,20863
10735,NM3288810780920130607,Extended,50340372011287,80340372013300,-970,54,262,508,32.989,-107.835,Wildfire,SILVER,-150,1370563200000,137884
10796,FL2902408153620130619,Initial (SS),NULL,70160402013200,0,500,-9999,-9999,29.037,-81.538,Prescribed Fire,STARK SOUTH,0,1371600000000,544
10821,AZ3320510963220130507,Initial,80350372013123,80350372013100,-970,20,200,9999,33.224,-109.655,Prescribed Fire,THREE-IN-ONE RX-BURN,-150,1367884800000,3521
10828,ID4497911525820130719,Extended,50410292011208,80410292014200,-970,33,209,419,44.994,-115.178,Wildfire,THUNDER CITY,-150,1374192000000,12562
10875,AR3337009208720130917,Initial,50240372011281,70240372013300,-970,50,319,610,33.388,-92.099,Wildfire,SINGLETON CREEK,-150,1379376000000,1124
10883,AK6674615365020130621,Extended,70740132012226,80740132014200,-970,90,315,575,66.731,-153.663,Wildfire,SIRUK CREEK,-150,1371772800000,21265
10908,UT4197511236920130808,Initial,80390312013215,80390312013200,-970,43,315,609,42.029,-112.343,Wildfire,STATE,-150,1375920000000,31011
10959,AK6720915178420130620,Extended,50720132010214,80730132014200,-970,50,273,525,67.223,-151.749,Wildfire,TIMBER CREEK,-150,1371686400000,2617
11049,OR4237611972920130916,Initial,80430312013259,80430312013300,-970,46,362,9999,42.376,-119.712,Wildfire,RIFFLE,-150,1379289600000,1087
11063,CA3785712008620130817,Extended,80430342013195,80430342014200,-970,90,314,575,37.916,-119.969,Wildfire,RIM,-150,1376697600000,257084
11186,CA3824712003420130805,Extended,80430332013179,80430332014200,-970,70,294,550,38.25,-120.016,Wildfire,POWER,-150,1375660800000,1181
11199,MN4797009546320130513,Initial (SS),NULL,70290272013100,0,123,-9999,-9999,48.006,-95.485,Wildfire,RIVER ROAD,0,1368403200000,1803
11248,AK6539814152220130620,Extended,50660142009249,80660142014200,-970,-41,202,457,65.38,-141.542,Wildfire,NATION RIVER,-150,1371686400000,11568
11295,CA4018812160120130501,Extended,50440322011165,80440322014200,-970,68,310,582,40.173,-121.65,Wildfire,PANTHER,-150,1367366400000,7229
11304,CA3459511843720130530,Initial,80410362013149,80410362013200,-970,100,305,550,34.668,-118.457,Wildfire,POWERHOUSE,-150,1369872000000,32329
11402,ID4520011474120130708,Extended,50410292011192,70410292014200,-970,91,323,590,45.168,-114.743,Wildfire,PAPOOSE,-150,1373241600000,10052
11403,CO3769910713620130605,Extended,50340342010172,80340342014200,-970,100,332,600,37.686,-107.144,Wildfire,PAPOOSE,-150,1370390400000,46991
11484,MO3663609373520130315,Initial,50260352011103,70250352013100,-970,10,270,9999,36.637,-93.751,Prescribed Fire,ROCK CREEK RX,-150,1363305600000,1888
11541,AK6015015550020130619,Extended,50720182010262,70720182014200,-970,50,313,600,60.149,-155.492,Wildfire,NIKUBUMA LAKE,-150,1371600000000,9084
11553,OR4293711764020130701,Initial,80420302013156,80420302013200,-970,19,9999,9999,42.913,-117.642,Wildfire,PASCAL,-150,1372636800000,3013
11566,UT4034111267020130810,Extended,50380322011203,70380322014200,-970,57,251,479,40.415,-112.643,Wildfire,PATCH SPRINGS,-150,1376092800000,29562
11586,AZ3589811315620130801,Extended,80380352013176,80380352014200,-970,50,151,300,35.912,-113.175,Wildfire,PROSPECT,-150,1375315200000,1254
11588,AK6680915094620130620,Extended,70720132011241,80730132014200,-970,100,332,600,66.816,-150.946,Wildfire,PROSPECT CREEK,-150,1371686400000,61848
11599,PR1813806532520130326,Initial,70040472012104,70040472013100,-970,144,9999,9999,18.144,-65.35,Wildfire,PUERTO NEGRO,-150,1364256000000,631
11639,CO3845410535020130611,Extended,50330332011200,80330332014200,-970,50,300,9999,38.46,-105.313,Wildfire,ROYAL GORGE,-150,1370908800000,3290
11683,IN3893208540120130401,Initial (SS),NULL,80210332013100,0,320,-9999,-9999,38.92,-85.391,Prescribed Fire,NON-WUI HAZARD FUELS PRESCRIBED FIRE,0,1364774400000,934
11689,ND4588110254820130403,Initial,50330282008112,80330282013100,-970,-40,9999,9999,45.826,-102.479,Wildfire,PAUTRE,-150,1364947200000,11733
11733,MS3442708934420130314,Initial (SS),NULL,80220362013100,0,610,-9999,-9999,34.431,-89.35,Prescribed Fire,PUSKUS LAKE,0,1363219200000,2271
11766,CA4130012313520130731,Extended,80460312013184,80460312014200,-970,54,296,566,41.314,-123.203,Wildfire,SALMON RIVER COMPLEX,-150,1375228800000,14959
11929,NV4003011445220130701,Extended,50400322011201,80400322014200,-970,70,218,410,40.019,-114.48,Wildfire,NORTH CREEK,-150,1372636800000,1274
11963,MT4819710878620131119,Initial (SS),NULL,80380262014100,0,-3,-9999,-9999,48.203,-108.791,Wildfire,PEOPLES CREEK,0,1384819200000,1623
11981,AZ3473611239020130430,Initial,80370362013105,80370362013100,-970,50,210,9999,34.749,-112.372,Wildfire,PERKINSVILLE,-150,1367280000000,1555
12015,ID4460411708620130829,Initial,80420292013236,80420292013300,-970,77,337,657,44.652,-117.055,Wildfire,RAFT,-150,1377734400000,20722
12091,AK6718714209320130629,Extended,50670132011230,80670132014200,-970,80,276,510,67.206,-141.962,Wildfire,NORTH PORCUPINE,-150,1372464000000,20598
12092,OR4285712358520130726,Extended,80460302013184,80460302014200,-970,70,320,599,42.812,-123.595,Wildfire,NORTH RABBIT,-150,1374796800000,25085
12325,UT4078411140920130813,Extended,50380322011203,80380322014200,-970,131,323,563,40.772,-111.428,Wildfire,ROCKPORT,-150,1376352000000,2018
12346,OK3389109699920130303,Initial,50270372011062,70270372013100,-970,100,326,9999,33.924,-96.951,Wildfire,ROCKY POINT,-150,1362268800000,3165
12385,AK6000115759420130728,Initial,50730182010237,80730182013300,-970,100,332,600,59.998,-157.599,Wildfire,NUYAKUK RIVER,-150,1374969600000,2496
12409,ID4376811602520130715,Extended,50410302011192,70410302014200,-970,82,296,536,43.759,-115.963,Wildfire,PINE CREEK,-150,1373846400000,3364
12422,AZ3343510971420130513,Initial,50350372011182,80350372013200,-970,50,330,9999,33.339,-109.717,Prescribed Fire,PINE SALT,-150,1368403200000,13696
12463,AK6608315081920130620,Extended (SS),NULL,80730142014200,0,400,200,-10,66.077,-150.714,Wildfire,RAY RIVER 2,0,1371686400000,21032
12602,NV4140911643520130817,Initial,50410312011240,70410312013200,-970,100,229,410,41.396,-116.404,Wildfire,RED COW,-150,1376697600000,16908
12714,UT4151911370320130720,Initial,80390312013199,80390312013200,-970,43,307,9999,41.533,-113.738,Wildfire,PLAYGROUND,-150,1374278400000,3110
12740,NV3992012001620130701,Initial,80430322013179,80430322013200,-970,38,306,9999,39.926,-119.968,Wildfire,RED ROCK,-150,1372636800000,5487
12750,MT4780411300920130718,Extended,80400272013190,80400272014200,-970,56,256,490,47.816,-112.96,Wildfire,RED SHALE,-150,1374105600000,13712
12806,AK6375615978220130620,Initial,50770152009182,80770152013200,-970,15,287,575,63.766,-159.798,Wildfire,OLD WOMEN RIVER,-150,1371686400000,11045
12821,OR4351211831720130824,Initial,80430302013227,80430302013200,-970,15,9999,9999,43.53,-118.285,Wildfire,OLYMPUS,-150,1377302400000,3348
12945,FL2818808080420130316,Initial (SS),NULL,80160402013100,0,150,-9999,-9999,28.183,-80.794,Wildfire,OPENING DAY FIRE,0,1363392000000,702
12974,ID4210911463320130701,Initial,80400312013174,80400312013200,-970,80,243,450,42.095,-114.63,Wildfire,POINTE,-150,1372636800000,3059
13125,ID4329411554820130809,Initial,50410302010237,70410302013200,-970,83,337,9999,43.385,-115.651,Wildfire,PONY COMPLEX,-150,1376006400000,148188
13184,ID4423611540120130716,Extended,50410292011208,80410292014200,-970,37,215,427,44.229,-115.395,Wildfire,RIDGE,-150,1373932800000,5034
13190,AK6372515966920130620,Extended,50770152010265,80770152014300,-970,50,232,450,63.717,-159.654,Wildfire,RIDGE TOP,-150,1371686400000,7420
13211,ID4540311621420130712,Initial,80420282013188,80420282013200,-970,78,338,626,45.416,-116.21,Wildfire,ROUGH CREEK,-150,1373587200000,2730
13256,OR4361211717120130701,Initial,80420302013156,80420302013200,-970,53,291,9999,43.632,-117.183,Wildfire,OWYHEE,-150,1372636800000,48001
14935,KS3918809673920131110,Initial (SS),NULL,80280332013300,0,75,-265,-9999,39.185,-96.748,Unknown,UNNAMED,0,1384041600000,7465
16271,NC3502007703020130329,Initial,70140362013064,70140362013100,-970,50,9999,9999,34.981,-77.049,Prescribed Fire,UNNAMED,-150,1364515200000,684
16272,TX3128209392520130324,Initial,50250382011096,70250382013100,-970,-30,220,9999,31.278,-93.923,Prescribed Fire,UNNAMED,-150,1364083200000,1490
16273,TX3138309512520130227,Initial (SS),NULL,70250382013100,0,450,-9999,-9999,31.371,-95.112,Prescribed Fire,UNNAMED,0,1361923200000,1810
16274,TX3127409526520130422,Initial (SS),NULL,80250382013100,0,550,200,-9999,31.27,-95.263,Prescribed Fire,UNNAMED,0,1366588800000,1619
16275,TX3110409429920130315,Initial,50250382011096,70250382013100,-970,10,9999,9999,31.106,-94.298,Prescribed Fire,UNNAMED,-150,1363305600000,2043
16276,GA3340808361520130314,Initial,50180372011095,80190372013100,-970,-20,9999,9999,33.407,-83.627,Prescribed Fire,UNNAMED,-150,1363219200000,812
16277,TX3051009576020130422,Initial,80250392013101,80260392013100,-970,30,350,9999,30.513,-95.771,Prescribed Fire,UNNAMED,-150,1366588800000,3489
16278,GA3321308371220130410,Initial,50180372011127,80180372013100,-970,92,9999,9999,33.204,-83.706,Prescribed Fire,UNNAMED,-150,1365552000000,2077
16279,SC3375008215020130310,Initial (SS),NULL,70180372013100,0,494,-9999,-9999,33.762,-82.156,Prescribed Fire,UNNAMED,0,1362873600000,905
16419,SC3385008212020130409,Initial,50170372011120,70170372013100,-970,48,9999,9999,33.855,-82.128,Prescribed Fire,UNNAMED,-150,1365465600000,2654
16420,GA3324308350920130205,Initial (SS),NULL,70180372013100,0,333,-9999,-9999,33.239,-83.521,Prescribed Fire,UNNAMED,0,1360022400000,1027
16421,GA3318008373520130215,Initial,50180372011047,70190372013100,-970,142,9999,9999,33.187,-83.734,Prescribed Fire,UNNAMED,-150,1360886400000,1949
16422,GA3314508354720130315,Initial (SS),NULL,70180372013100,0,249,-9999,-9999,33.152,-83.533,Prescribed Fire,UNNAMED,0,1363305600000,1116
16423,TX3055009561020130408,Initial,50260392011119,80260392013100,-970,75,400,9999,30.537,-95.584,Prescribed Fire,UNNAMED,-150,1365379200000,5033
16424,TX3123009392920130320,Initial (SS),NULL,70250382013100,0,600,-9999,-9999,31.228,-93.922,Prescribed Fire,UNNAMED,0,1363737600000,4754
16425,TX3106809424120130510,Initial,70250382013109,80250382013100,-970,50,300,9999,31.069,-94.238,Prescribed Fire,UNNAMED,-150,1368144000000,3429
16426,TX3051009576020130228,Initial (SS),NULL,80250392013100,0,525,300,-9999,30.508,-95.793,Prescribed Fire,UNNAMED,0,1362009600000,1315
16427,SC3315007988320130424,Initial,50160372011129,80160372013100,-970,39,9999,9999,33.165,-79.891,Prescribed Fire,UNNAMED,-150,1366761600000,1135
16428,SC3318307981620130205,Initial (SS),NULL,70160372013000,0,500,-9999,-9999,33.182,-79.859,Prescribed Fire,UNNAMED,0,1360022400000,1178
16429,SC3315007981620130202,Initial (SS),NULL,70160372013000,0,504,-9999,-9999,33.162,-79.822,Prescribed Fire,UNNAMED,0,1359763200000,967
16430,TX3055009572020130315,Initial,70260392012098,80250392013100,-970,80,400,9999,30.56,-95.713,Prescribed Fire,UNNAMED,-150,1363305600000,4218
16431,TX3134909422820130315,Initial,50250382011096,70250382013100,-970,-10,9999,9999,31.352,-94.229,Prescribed Fire,UNNAMED,-150,1363305600000,1183
16432,TX3107109416720130510,Initial,50250382011096,80250382013100,-970,10,350,9999,31.066,-94.172,Prescribed Fire,UNNAMED,-150,1368144000000,3191
16433,TX3113809435620130510,Initial,50250382011096,80250382013100,-970,30,300,9999,31.136,-94.356,Prescribed Fire,UNNAMED,-150,1368144000000,2851
16434,TX3117109434420130421,Initial,50250382011096,80250382013100,-970,30,350,9999,31.177,-94.336,Prescribed Fire,UNNAMED,-150,1366502400000,1859
16435,TX3123809423020130415,Initial,50250382011096,80250382013100,-970,-20,9999,9999,31.241,-94.235,Prescribed Fire,UNNAMED,-150,1365984000000,3919
16436,FL3024108457020130426,Initial (SS),NULL,70190392013100,0,498,180,-9999,30.244,-84.57,Prescribed Fire,UNNAMED,0,1366934400000,2665
16437,FL3033708435220130514,Initial,80180392013116,80180392013100,-970,65,9999,9999,30.337,-84.353,Prescribed Fire,UNNAMED,-150,1368489600000,1162
16438,FL3041308449120131024,Initial,80190392013283,80180392013300,-970,162,302,9999,30.414,-84.492,Prescribed Fire,UNNAMED,-150,1382572800000,3021
16439,FL3038408451620131025,Initial,80190392013283,80180392013300,-970,162,302,9999,30.386,-84.509,Prescribed Fire,UNNAMED,-150,1382659200000,1838
16440,FL3027208471420130912,Initial,50180392011255,80180392013300,-970,15,276,9999,30.266,-84.701,Prescribed Fire,UNNAMED,-150,1378944000000,865
16441,FL3037508461220130913,Initial,50180392011255,80180392013300,-970,1,9999,9999,30.373,-84.607,Prescribed Fire,UNNAMED,-150,1379030400000,1840
16442,FL3031708451620131106,Initial,80180392013308,80190392013300,-970,-23,297,9999,30.34,-84.513,Prescribed Fire,UNNAMED,-150,1383696000000,1807
16443,LA3137809312320130123,Initial (SS),NULL,70240382013100,0,400,-9999,-9999,31.381,-93.117,Prescribed Fire,UNNAMED,0,1358899200000,933
16444,LA3212909287120130123,Initial (SS),NULL,70240382013100,0,480,-9999,-9999,32.139,-92.876,Prescribed Fire,UNNAMED,0,1358899200000,1312
16445,LA3104009313020130125,Initial (SS),NULL,70240382013100,0,400,-9999,-9999,31.076,-93.123,Prescribed Fire,UNNAMED,0,1359072000000,5044
16446,FL3031108441720130322,Initial,50180392011079,70180392013100,-970,50,309,9999,30.307,-84.424,Prescribed Fire,UNNAMED,-150,1363910400000,2100
